Original Sequence;Original Length;Transformed Sequence;Transformed Length
Lb D F F B Rb Bb B U Rb Ub Rb L Db Lb R Rb Bb Db B Db R B Db Bb Rb Fb Fb R F Db F R Rb Bb Rb B R Db B R D Rb Db Fb R R F R F Db Fb D Db Db F Db Fb R Fb Rb F Bb Lb Db L D B;68;L' D F2 B R' B' B U R' U' R' L D' L' R R' B' D' B D' R B D' B' R' F2 R F D' F R R' B' R' B R D' B R D R' D' F' R2 F R F D' F' D D2 F D' F' R F' R' F B' L' D' L D B;64
B D L L F Db L Fb Lb Fb L Db F Db Fb L Rb B B Lb R L Fb Db F Lb Db L B U F Ub Rb Fb R R Bb F Db Db Bb Bb D D Bb Bb D D Bb Bb Rb Lb B B Lb Lb B B L R D F R F Rb Db Fb Db Db F Db Fb R Fb Rb F Lb Fb Db F D Lb Lb Lb D Rb Db Bb D B R D B Db Fb D Bb Db F Db Fb Rb D R F D Fb Fb Rb Rb Rb F Rb F;114;B D L2 F D' L F' L' F' L D' F D' F' L R' B2 L' R L F' D' F L' D' L B U F U' R' F' R2 B' F D2 B2 D2 B2 D2 B2 R' L' B2 L2 B2 L R D F R F R' D' F' D2 F D' F' R F' R' F L' F' D' F D L D R' D' B' D B R D B D' F' D B' D' F D' F' R' D R F D F2 R F R' F;96
Ub Bb U Db L Fb Lb D Fb D D F Lb Db B Db Bb L D L Fb Fb D Fb Db F F Lb F L Db Db Bb Bb D D Bb Bb D D Bb Bb R D B Rb Bb Rb Db Fb Lb Fb L D F D L L L Db Lb Db L L D L D L D D F Db Bb D Fb Db B Rb Bb Lb B R Bb L B D D Bb D D B D Bb Bb D F Db B D B Fb Db Rb Bb L B R Lb Db Lb D L;112;U' B' U D' L F' L' D F' D2 F L' D' B D' B' L D L F2 D F' D' F2 L' F L D2 B2 D2 B2 D2 B2 R D B R' B' R' D' F' L' F' L D F D L' D' L' D' L2 D L D L D2 F D' B' D F' D' B R' B' L' B R B' L B D2 B' D2 B D B2 D F D' B D B F' D' R' B' L B R L' D' L' D L;96
Bb R R F Db F F Db Fb Lb Fb L D F D Fb B Lb Db L Bb Db B L Ub D L D Lb D U D Lb Bb Db Rb B R B Fb Db Lb F L F Db Db Fb Lb Db F D Fb L F Db Rb Db Rb Rb Db R R Db Db R Db Bb D B R F D Fb Db Rb D Rb Bb R Fb Rb B R F Db Fb Rb D R F D Fb Fb Rb Rb Rb F Rb F R F L Fb Rb F Lb Fb;108;B' R2 F D' F2 D' F' L' F' L D F D F' B L' D' L B' D' B L U' D L D L' D U D L' B' D' R' B R B F' D' L' F L F D2 F' L' D' F D F' L F D' R' D' R2 D' R2 D2 R D' B' D B R F D F' D' R' D R' B' R F' R' B R F D' F' R' D R F D F2 R F R' F R F L F' R' F L' F';99
Lb Fb D D R R B B Rb D R Bb Db B Db B R Db Rb Db Bb Rb Db Fb Fb Rb F R F R F Rb Fb Fb R F Db F R F D R Fb Rb Fb Lb D L Bb L B Lb Db L D Lb Db Fb Db F R F D Fb Db Rb D Rb Rb Db Rb Db R D R D R Db R Db Fb Rb D R F D Fb Fb Rb Rb Rb F Rb F Fb Rb Bb R B F Bb Rb B R;104;L' F' D2 R2 B2 R' D R B' D' B D' B R D' R' D' B' R' D' F2 R' F R F R F R' F2 R F D' F R F D R F' R' F' L' D L B' L B L' D' L D L' D' F' D' F R F D F' D' R' D R2 D' R' D' R D R D R D' R D' F' R' D R F D F2 R F R' F F' R' B' R B F B' R' B R;95
F Ub Ub R R D F F B Rb Bb D Fb Db F F Db Fb Rb Db R Rb L Bb R Lb Bb F L Fb B D F R R Fb Rb D Rb Fb Rb Rb D D Rb Rb Db Db R R Rb Fb Rb Fb B F R Bb F R Rb Bb Db B D R D Rb Db Bb D B R Fb D B Db F D Bb Db Db Fb Rb D R F D Fb Fb Rb Rb Rb F Rb F;96;F U2 R2 D F2 B R' B' D F' D' F2 D' F' R' D' R R' L B' R L' B' F L F' B D F R2 F' R' D R' F' R2 D2 R2 D2 R2 R' F' R' F' B F R B' F R R' B' D' B D R D R' D' B' D B R F' D B D' F D B' D2 F' R' D R F D F2 R F R' F;82
L D L L Lb F L R Fb Lb F F L F Fb Rb F Rb Db R D R Bb D B B L B Lb Bb Db Bb F Db Fb Db Lb F L Fb Lb Fb L D F Rb Lb B B Lb Lb B B L R Lb D L Bb L B Lb D R Db Rb B Rb Bb R D Rb Db Bb D B R Rb Rb Db Rb Db R D R D R Db R Db Fb Rb D R F D Fb Fb Rb Rb Rb F Rb F;104;L D L2 L' F L R F' L' F2 L F F' R' F R' D' R D R B' D B2 L B L' B' D' B' F D' F' D' L' F L F' L' F' L D F R' L' B2 L2 B2 L R L' D L B' L B L' D R D' R' B R' B' R D R' D' B' D B R R2 D' R' D' R D R D R D' R D' F' R' D R F D F2 R F R' F;94
Bb Lb Ub L Ub Bb U Rb Fb Rb Rb F R Bb Rb Bb R Db B F Bb L B Fb Lb R F Rb L Lb Bb Lb B D L L Db Lb Db Fb D F Db R Db Rb B Rb Bb R D Rb Bb Db B D R B Rb Bb L B R Bb Lb Rb Bb Lb B R Bb L B D Fb Db F B Db Db Fb Db F Db Db Bb;86;B' L' U' L U' B' U R' F' R2 F R B' R' B' R D' B F B' L B F' L' R F R' L L' B' L' B D L2 D' L' D' F' D F D' R D' R' B R' B' R D R' B' D' B D R B R' B' L B R B' L' R' B' L' B R B' L B D F' D' F B D2 F' D' F D2 B';82
F Ub Ub F R Lb Rb D R D Lb Db L Lb B D Bb L D Lb R Lb Fb Rb L R B R Bb Db Rb Rb Lb B B Lb Lb B B L R Bb Rb B Db Bb D R B Db Fb D F D L F Db Db Db L Db Lb Fb Lb Db Rb Bb Db B D R Lb Fb Db F D L Db R F L Fb Rb F Lb Fb Fb Rb F Lb Fb R F Rb L Rb Rb Rb;98;F U2 F R L' R' D R D L' D' L L' B D B' L D L' R L' F' R' L R B R B' D' R2 L' B2 L2 B2 L R B' R' B D' B' D R B D' F' D F D L F D L D' L' F' L' D' R' B' D' B D R L' F' D' F D L D' R F L F' R' F L' F2 R' F L' F' R F R' L R;88
Lb Fb U F Lb F Db Db L F D Fb L R R Ub R Lb Ub L U R Rb D R Bb D B Rb Lb D L Fb D F Lb Rb Lb B B Lb Lb B B L R B D D R Db Rb Db Db Bb Rb Db Rb D D D Rb D R D R D Lb U Lb Db Ub D Lb Lb U D L Db L D Lb Lb Ub Db D D Bb D D B D Bb Bb D F Db B D B Fb Db Rb Bb L B R Lb Db Lb D L;112;L' F' U F L' F D2 L F D F' L R2 U' R L' U' L U R R' D R B' D B R' L' D L F' D F L' R' L' B2 L2 B2 L R B D2 R D' R' D2 B' R' D' R' D' R' D R D R D L' U L' D' U' D L2 U D L D' L D L2 U' D' D2 B' D2 B D B2 D F D' B D B F' D' R' B' L B R L' D' L' D L;98
Bb L Ub F U Lb U Fb Fb Ub Bb D B R D Rb Rb Fb Rb F U F Ub Bb Lb B D L D Lb Fb Db Lb F L F L Db Lb Db Fb D F Db Rb Db Rb Rb Db R R Db Db R Db Bb D B Db Db U Rb Fb Rb F R R Ub R Fb Rb Rb Rb U R Ub R R F Rb Fb Db Rb D R Fb Fb Fb Rb Db R D R D Fb Db Rb D F Db Rb Bb L B R Lb Db Lb D L;110;B' L U' F U L' U F2 U' B' D B R D R2 F' R' F U F U' B' L' B D L D L' F' D' L' F L F L D' L' D' F' D F D' R' D' R2 D' R2 D2 R D' B' D B D2 U R' F' R' F R2 U' R F' R U R U' R2 F R' F' D' R' D R F R' D' R D R D F' D' R' D F D' R' B' L B R L' D' L' D L;98
U D Fb Bb Rb U R L Db L Fb D F Fb Rb F Rb Db R D R Bb Lb Bb D Lb Db Lb B L Bb Lb Lb D Lb Db L L Bb L B Db Db Bb Bb D D Bb Bb D D Bb Bb Db L D F Lb Fb Lb D F R D Rb Fb R Db Rb D B R L Rb B Rb Bb Lb R Bb Db Db R D Rb Db Rb B R Bb Lb Db Fb D F L D R Db Fb Db F D D Rb Fb R Db Rb F Bb Lb F L B Lb Fb L;118;U D F' B' R' U R L D' L F' D F F' R' F R' D' R D R B' L' B' D L' D' L' B L B' L2 D L' D' L2 B' L B D2 B2 D2 B2 D2 B2 D' L D F L' F' L' D F R D R' F' R D' R' D B R L R' B R' B' L' R B' D2 R D R' D' R' B R B' L' D' F' D F L D R D' F' D' F D2 R' F' R D' R' F B' L' F L B L' F' L;108
Lb Db F F D D Bb Bb F Db Fb Bb Rb Bb R Db B Bb Lb Bb D Lb Db Lb B L Bb F Rb Db Fb Db F R D D Fb D F Lb F L Fb Rb B Db Bb Bb D B R B D Bb Lb Fb Db F D L R F D Fb Db Rb D Lb U D D Ub Lb Db Lb Ub Ub Db Ub Ub L L D L D Lb Lb Rb Rb Db Rb Db R D R D R Db R Db Fb Rb D R F D Fb Fb Rb Rb Rb F Rb F R F L Fb Rb F Lb Fb;122;L' D' F2 D2 B2 F D' F' B' R' B' R D' B B' L' B' D L' D' L' B L B' F R' D' F' D' F R D2 F' D F L' F L F' R' B D' B2 D B R B D B' L' F' D' F D L R F D F' D' R' D L' U D2 U' L' D' L' U2 D' U2 L2 D L D L2 R2 D' R' D' R D R D R D' R D' F' R' D R F D F2 R F R' F R F L F' R' F L' F';108
U Lb Ub L U Bb Db R Db Rb Db B D Bb Rb D R F D Fb L Db Lb Fb Db F Rb Db Fb Db F D R F R B R Bb Db Rb D R Db Rb Fb R Db Db Db Fb Rb Fb Fb Db Lb F L Fb L D Lb Rb B Db Bb Bb D B R B D Bb Fb Db Rb D R F D D Fb Db F B Db Db Fb Db F Db Db Bb;92;U L' U' L U B' D' R D' R' D' B D B' R' D R F D F' L D' L' F' D' F R' D' F' D' F D R F R B R B' D' R' D R D' R' F' R D F' R' F2 D' L' F L F' L D L' R' B D' B2 D B R B D B' F' D' R' D R F D2 F' D' F B D2 F' D' F D2 B';85
Bb Lb Ub L R B Ub Bb L Db Lb B L B Lb Ub Lb U Fb Db F D R F Rb L Fb Db F Lb Db L Bb Rb Db R B B D R Db Bb D F R R Fb Rb D Rb Fb Bb Rb Db B Rb Bb R D R Db B Lb F F Db F D Fb Fb L D B B B Lb B Rb Bb L B R B Rb Lb R Lb Lb Rb Lb Bb L Bb L Bb R B Rb Lb R B Lb;102;B' L' U' L R B U' B' L D' L' B L B L' U' L' U F' D' F D R F R' L F' D' F L' D' L B' R' D' R B2 D R D' B' D F R2 F' R' D R' F' B' R' D' B R' B' R D R D' B L' F2 D' F D F2 L D B' L' B R' B' L B R B R' L' R L2 R' L' B' L B' L B' R B R' L' R B L';95
R D Lb Db L R D Rb L Rb B B Lb R Bb F Lb Lb B Fb Fb Lb Fb L U L Ub Fb Fb D D Fb Fb D D F F Lb D L Bb L B Lb Fb Lb Fb R F L Rb F Db Lb U Lb Db Ub D Lb Lb U D L Db L D Lb Lb Ub Db Db Fb Rb D R F D Fb Fb Rb Rb Rb F Rb F;86;R D L' D' L R D R' L R' B2 L' R B' F L2 B F2 L' F' L U L U' F2 D2 F2 D2 F2 L' D L B' L B L' F' L' F' R F L R' F D' L' U L' D' U' D L2 U D L D' L D L2 U' D2 F' R' D R F D F2 R F R' F;72
U Lb D Lb Db L F L Db Db Lb Fb R Db Rb Bb Db B L Ub Bb Lb Ub B L U Rb L Bb Bb Lb R Bb Lb Lb B D Bb L B R B R Bb Db Rb B D L Bb Lb Bb D L F L Fb Db Lb Db L D Lb Db Fb Db F D D Rb Db Bb D B R Db Fb Rb D R F D Fb Fb Rb Rb Rb F Rb F Fb Rb Bb R B F Bb Rb B R;100;U L' D L' D' L F L D2 L' F' R D' R' B' D' B L U' B' L' U' B L U R' L B2 L' R B' L2 B D B' L B R B R B' D' R' B D L B' L' B' D L F L F' D' L' D' L D L' D' F' D' F D2 R' D' B' D B R D' F' R' D R F D F2 R F R' F F' R' B' R B F B' R' B R;93
Fb R Lb Lb Bb L Bb Lb B Fb R F Bb B Db Bb Rb Bb R R R L L Ub Ub Lb R R Lb Ub Bb Ub B U B U B Ub Bb Db B L D Lb Bb Db Bb Lb B Fb Lb Fb L D F D Fb D F D L Db Lb B Lb Db L D L Bb Lb Db Rb Db Rb Rb Db R R Db Db R Db Bb D B Bb Db Lb D L B B Rb Lb R Lb Lb Rb Lb Bb L Bb L Bb R B Rb Lb R B Lb;112;F' R L2 B' L B' L' B F' R F B' B D' B' R' B' R' L2 U2 L' R2 L' U' B' U' B U B U B U' B' D' B L D L' B' D' B' L' B F' L' F' L D F D F' D F D L D' L' B L' D' L D L B' L' D' R' D' R2 D' R2 D2 R D' B' D B B' D' L' D L B2 R' L' R L2 R' L' B' L B' L B' R B R' L' R B L';101
L Fb D Bb Db B Rb L B R Lb Db Bb L B Fb D F L D Lb Rb Fb Rb F U F Ub Fb Db F R D F Db Rb F D R Fb Rb Fb Db Lb D L Bb L B Lb D F R Fb Rb Db R D F Db Rb Fb D Rb Bb Db B D R D Lb Fb Db F D L Db Rb Bb R Fb Rb B R F D Fb Db F B Db Db Fb Db F Db Db Bb Lb Fb Rb F L Fb R F;106;L F' D B' D' B R' L B R L' D' B' L B F' D F L D L' R' F' R' F U F U' F' D' F R D F D' R' F D R F' R' F' D' L' D L B' L B L' D F R F' R' D' R D F D' R' F' D R' B' D' B D R D L' F' D' F D L D' R' B' R F' R' B R F D F' D' F B D2 F' D' F D2 B' L' F' R' F L F' R F;104
Rb Fb B R Bb Bb F L Fb B Fb Rb Db R Db F Rb D R Lb Bb Db B L D B Lb Db L B Rb Bb Ub Bb U R Fb Fb D D Fb Fb D D F F R R U F Ub Fb Rb F Rb Fb Rb Db Fb R R F R D F Db Fb Db Rb D R F D D F Db Bb D Fb Db B L F F L F Rb Rb Fb Lb F Rb Rb F Lb D Fb Db F B Db Db Fb Db F Db Db Bb;108;R' F' B R B2 F L F' B F' R' D' R D' F R' D R L' B' D' B L D B L' D' L B R' B' U' B' U R F2 D2 F2 D2 F2 R2 U F U' F' R' F R' F' R' D' F' R2 F R D F D' F' D' R' D R F D2 F D' B' D F' D' B L F2 L F R2 F' L' F R2 F L' D F' D' F B D2 F' D' F D2 B';94
B R U Rb B Rb B Rb Bb B D Bb F Db Db Fb Lb D L D F Lb Fb B D Bb Db Rb Bb Rb Rb Rb D Db Db Bb Bb D D Bb Bb D D Bb Bb Rb Bb Rb B R Db B R D Rb D R Fb R F Rb Db Fb D F D L F Db Db Db L Db Lb Fb Lb R F L Fb Rb F Lb Fb Fb Rb F Lb Fb R F Rb L Rb Rb Rb;96;B R U R' B R' B R' B' B D B' F D2 F' L' D L D F L' F' B D B' D' R' B' R D D2 B2 D2 B2 D2 B2 R' B' R' B R D' B R D R' D R F' R F R' D' F' D F D L F D L D' L' F' L' R F L F' R' F L' F2 R' F L' F' R F R' L R;82
R Fb Db L Bb Db Lb Lb D R Db Rb D Rb D R F Bb L B Fb Lb Fb Db F Db L Bb Db Rb B R B Fb Fb D D Fb Fb D D F F R B R Bb Db Rb F R Lb Rb L R F R Lb Rb Fb Rb L Fb Fb Rb Db R D F Rb L Rb Lb R Lb B L B Rb Lb R Bb Lb Bb Lb B R Lb Lb D Fb Db F B Db Db Fb Db F Db Db Bb Fb Rb F Lb Fb R F Rb L Rb Rb Rb;114;R F' D' L B' D' L2 D R D' R' D R' D R F B' L B F' L' F' D' F D' L B' D' R' B R B F2 D2 F2 D2 F2 R B R B' D' R' F R L' R' L R F R L' R' F' R' L F2 R' D' R D F R' L R' L' R L' B L B R' L' R B' L' B' L' B R L2 D F' D' F B D2 F' D' F D2 B' F' R' F L' F' R F R' L R;102
U B L Bb D Bb Fb Rb F D Fb Db F R B Rb Bb Db Rb Bb R D B D Bb Rb F R F Rb Ub R R R U Rb Bb Rb B R Db B R D D L F D F Lb Fb Db Fb Lb Rb B Db Bb Bb D B R B D Bb Db R D Rb Db Rb B R Bb R F L Fb Rb F Lb Fb R B Fb Bb Rb B R F R R R Bb;94;U B L B' D B' F' R' F D F' D' F R B R' B' D' R' B' R D B D B' R' F R F R' U' R' U R' B' R' B R D' B R D2 L F D F L' F' D' F' L' R' B D' B2 D B R B D B' D' R D R' D' R' B R B' R F L F' R' F L' F' R B F' B' R' B R F R' B';88
Ub B B Lb Fb L Rb Db R Db B D Bb D D L Db Lb B Db Bb L Rb U Rb F R Ub R U Rb Ub Fb Fb D D Fb Fb D D F F Rb D R Fb R F Rb Lb Bb L B Db Bb Lb B Lb Lb Lb Db Lb Fb Db F D Lb Lb Lb D Rb Db R D D D Rb D D R D D D Bb D D B D Bb Bb D F Db B D B Fb Db;98;U' B2 L' F' L R' D' R D' B D B' D2 L D' L' B D' B' L R' U R' F R U' R U R' U' F2 D2 F2 D2 F2 R' D R F' R F R' L' B' L B D' B' L' B L D' L' F' D' F D L D R' D' R D' R' D2 R D' B' D2 B D B2 D F D' B D B F' D';80
R D L L Bb F L Fb B Bb Rb Bb R Db B Fb D L F Db Fb Lb Fb Fb Fb B Fb Rb F Bb R B R Bb Db Rb D Lb D L Bb L B Lb D R Fb Rb F Rb Db R D Lb Fb Db F D Lb Lb Lb Bb L B Lb Db Lb D L D D Bb D D B D Bb Bb D F Db B D B Fb Db;86;R D L2 B' F L F' B B' R' B' R D' B F' D L F D' F' L' F B F' R' F B' R B R B' D' R' D L' D L B' L B L' D R F' R' F R' D' R D L' F' D' F D L B' L B L' D' L' D L D2 B' D2 B D B2 D F D' B D B F' D';78
R L Ub Fb U B R R Bb Db F D Fb B Db Fb Bb D F B Db Bb Rb D B D Bb Db Bb R Rb Fb Db Db F R Lb D L D B Db Bb Rb Db Fb R R F R F Db Fb D D F Ub Ub Ub Fb Db F Db Ub D Fb Bb Lb Db L D B;72;R L U' F' U B R2 B' D' F D F' B D' F' B' D F B D' B' R' D B D B' D' B' R R' F' D2 F R L' D L D B D' B' R' D' F' R2 F R F D' F' D2 F U F' D' F D' U' D F' B' L' D' L D B;66
L Bb Db Lb D Lb B Db F Db Fb B L B Lb Ub Lb U Rb F D Fb R D Rb Bb Lb Lb B D Bb L B D R B R Bb Db Rb Db Lb D L Bb L B Lb Bb L L D D D Lb D L L B D Db Bb Db Lb D L B L D B Db Bb Lb Db R F L Fb Rb F Lb Fb;82;L B' D' L' D L' B D' F D' F' B L B L' U' L' U R' F D F' R D R' B' L2 B D B' L B D R B R B' D' R' D' L' D L B' L B L' B' L2 D' L' D L2 B D D' B' D' L' D L B L D B D' B' L' D' R F L F' R' F L' F';77
L Ub B U D Rb B R F L Fb Lb R Db Rb L Lb Db L Lb R Fb L Rb Rb Db R D B R Bb Db Rb D R Fb R F Rb Fb Rb Lb Fb R F R L F Db Db R D Rb Db Bb Db B Rb B Db Bb Bb D B R B D Bb Db L B R Bb Lb B Rb Bb R Db R D R D R Db Rb Db R R Db Fb Rb D R F D Fb Fb Rb Rb Rb F Rb F;104;L U' B U D R' B R F L F' L' R D' R' L L' D' L L' R F' L R2 D' R D B R B' D' R' D R F' R F R' F' R' L' F' R F R L F D2 R D R' D' B' D' B R' B D' B2 D B R B D B' D' L B R B' L' B R' B' R D' R D R D R D' R' D' R2 D' F' R' D R F D F2 R F R' F;97
B U U Db L L L Bb Lb B Fb R R Bb F Fb Fb Lb F F Db Lb D F L B B D Bb Db Bb Bb Rb B R Fb Fb D Fb Db F F Lb F L Fb Lb Fb L D F B D L Bb Lb Bb D Lb F L Fb L D Lb Db Rb Db Rb Rb Db R R Db Db R Db Bb D B Lb Fb Db F D L R F D Fb Db Rb D Lb U D D Ub Lb Db Lb Ub Ub Db Ub Ub L L D L D Lb Lb Rb Rb Db Rb Db R D R D R Db R Db Fb Rb D R F D Fb Fb Rb Rb Rb F Rb F R F L Fb Rb F Lb Fb;148;B U2 D' L' B' L' B F' R2 B' F F2 L' F2 D' L' D F L B2 D B' D' B2 R' B R F2 D F' D' F2 L' F L F' L' F' L D F B D L B' L' B' D L' F L F' L D L' D' R' D' R2 D' R2 D2 R D' B' D B L' F' D' F D L R F D F' D' R' D L' U D2 U' L' D' L' U2 D' U2 L2 D L D L2 R2 D' R' D' R D R D R D' R D' F' R' D R F D F2 R F R' F R F L F' R' F L' F';126
U L Rb Fb R F B L B Lb D Bb Bb Db Db B Lb R F Rb L Lb Lb Lb F L Fb Ub Fb U Bb Db Rb B R B D F R R Fb Rb D Rb Fb Fb Fb Db Db F F D D F F F R Lb Rb L R F R Lb Rb Fb Rb L Fb D Bb Db Lb D L B U Rb Fb Rb F R R Ub R Fb Rb Rb Rb U R Ub R R F Rb B Rb Lb R Lb Lb Rb Lb Bb L Bb L Bb R B Rb Lb R B Lb;116;U L R' F' R F B L B L' D B2 D2 B L' R F R' L L F L F' U' F' U B' D' R' B R B D F R2 F' R' D R' F D2 F2 D2 F' R L' R' L R F R L' R' F' R' L F' D B' D' L' D L B U R' F' R' F R2 U' R F' R U R U' R2 F R' B R' L' R L2 R' L' B' L B' L B' R B R' L' R B L';99
L U F Lb Db Fb Fb L D F Lb Fb Lb Db Db L Rb Db R Rb F D Fb R D Rb Rb U Rb F R Ub R U Rb Ub Fb Lb Fb L D F B L B Lb Db Bb Lb Fb Lb Db Fb D L F L B D Bb Db Lb Db L Rb Bb Db B D R Lb Db Db L D Lb D L Db Db B Rb Lb R Lb Lb Rb Lb Bb L Bb L Bb R B Rb Lb R B Lb;100;L U F L' D' F2 L D F L' F' L' D2 L R' D' R R' F D F' R D R2 U R' F R U' R U R' U' F' L' F' L D F B L B L' D' B' L' F' L' D' F' D L F L B D B' D' L' D' L R' B' D' B D R L' D2 L D L' D L D2 B R' L' R L2 R' L' B' L B' L B' R B R' L' R B L';94
Fb Fb Ub F B Fb R F R D Rb L Ub Bb Lb Ub B L U Bb Db R B R Bb Db Rb B Bb F Lb U L Ub Lb Fb Lb B R D B Rb Bb Rb Fb D F Lb F L Fb D Bb Rb B Db Bb D R B D D Lb Db Fb D F L Fb Db Rb D R Fb Fb Fb Rb Db R D R D Fb Db Rb D F Db Rb Bb L B R Lb Db Lb D L;98;F2 U' F B F' R F R D R' L U' B' L' U' B L U B' D' R B R B' D' R' B B' F L' U L U' L' F' L' B R D B R' B' R' F' D F L' F L F' D B' R' B D' B' D R B D2 L' D' F' D F L F' D' R' D R F R' D' R D R D F' D' R' D F D' R' B' L B R L' D' L' D L;94
B F B R R Bb D F Db L Fb F Db Fb Rb Db R B D Bb Db Rb Bb R F D Fb Db Lb Fb L Lb D L Fb D F Lb Rb Fb Rb F D R D R Db Rb Fb R Db Db Db Fb Rb Fb Fb D D Lb Db Bb L B L L L L Db Lb Db L L D L D L D Db Rb Bb Db B D R Rb L L Db Lb Db Lb Lb D L D L D D R L D D Bb D D B D Bb Bb D F Db B D B Fb Db Rb Bb L B R Lb Db Lb D L;128;B F B R2 B' D F D' L F' F D' F' R' D' R B D B' D' R' B' R F D F' D' L' F' L L' D L F' D F L' R' F' R' F D R D R D' R' F' R D F' R' F2 D2 L' D' B' L B D' L' D' L2 D L D L D D' R' B' D' B D R R' L2 D' L' D' L2 D L D L D2 R L D2 B' D2 B D B2 D F D' B D B F' D' R' B' L B R L' D' L' D L;112
R Db Lb F L F D Fb R F D Fb D Rb Bb Db R B R Bb Db Rb B L Ub D L D Lb D U D Lb Rb D R Fb R F Rb Bb Db B D R D Rb D D Lb Db Bb L B L Lb Db L Fb Lb D L F Rb Bb Db B D R D B B B Lb B Rb Bb L B R B Rb Lb R Lb Lb Rb Lb Bb L Bb L Bb R B Rb Lb R B Lb;100;R D' L' F L F D F' R F D F' D R' B' D' R B R B' D' R' B L U' D L D L' D U D L' R' D R F' R F R' B' D' B D R D R' D2 L' D' B' L B L L' D' L F' L' D L F R' B' D' B D R D B' L' B R' B' L B R B R' L' R L2 R' L' B' L B' L B' R B R' L' R B L';96
U Rb Ub F U L Db Db Lb Lb Db Db L F Db Fb Rb Db R Bb D B B L B Lb Bb Db Bb Rb Db R D B R Bb Db L F L Fb Db Lb B L B Lb Db Bb B D D R Db Rb Db Db Bb Db Rb Db R D F D Fb Db Db U Rb Fb Rb F R R Ub R Fb Rb Rb Rb U R Ub R R F Rb Fb Db Rb D R Fb Fb Fb Rb Db R D R D Fb Db Rb D F Db Rb Bb L B R Lb Db Lb D L;118;U R' U' F U L D2 L2 D2 L F D' F' R' D' R B' D B2 L B L' B' D' B' R' D' R D B R B' D' L F L F' D' L' B L B L' D' B' B D2 R D' R' D2 B' D' R' D' R D F D F' D2 U R' F' R' F R2 U' R F' R U R U' R2 F R' F' D' R' D R F R' D' R D R D F' D' R' D F D' R' B' L B R L' D' L' D L;105
U R U Rb Bb L B L Db Lb Rb Db R Rb L B R Lb R F D Fb D Rb Db Lb Bb Lb B D L Bb Db B D R D Rb B D D R Db Rb Db Db Bb D F R Fb Rb Db R D F Db Rb Fb D Bb Db Lb D L B D Rb Db Bb D B R Lb U Lb Db Ub D Lb Lb U D L Db L D Lb Lb Ub Db Db Fb Rb D R F D Fb Fb Rb Rb Rb F Rb F;106;U R U R' B' L B L D' L' R' D' R R' L B R L' R F D F' D R' D' L' B' L' B D L B' D' B D R D R' B D2 R D' R' D2 B' D F R F' R' D' R D F D' R' F' D B' D' L' D L B D R' D' B' D B R L' U L' D' U' D L2 U D L D' L D L2 U' D2 F' R' D R F D F2 R F R' F;98
L Lb Ub L R D Rb F Ub F U Fb B Db Bb B Fb R Bb F Fb U L Ub Fb D F Rb Fb Rb F D R Rb Lb B B Lb Lb B B L R Db Lb D L Bb L B Lb Db Rb Db R D F D Fb Db Bb Lb Db L D B Fb Db Rb D R F D D Fb Db F B Db Db Fb Db F Db Db Bb;86;L L' U' L R D R' F U' F U F' B D' B' B F' R B' F F' U L U' F' D F R' F' R' F D R R' L' B2 L2 B2 L R D' L' D L B' L B L' D' R' D' R D F D F' D' B' L' D' L D B F' D' R' D R F D2 F' D' F B D2 F' D' F D2 B';80
R F Db L D Lb Lb Db Db L Rb Db R B Db Ub B Db Bb D U Bb B U F Ub Rb Fb R R Bb F D R B R Bb Db Rb Rb Lb B B Lb Lb B B L R Fb Fb Db Db F F D D F F Lb Db L Fb Lb D L F Db Db Rb Bb Db B D R Rb Bb R Fb Rb B R F D Fb Db F B Db Db Fb Db F Db Db Bb Lb Fb Rb F L Fb R F;104;R F D' L D L2 D2 L R' D' R B D' U' B D' B' D U B' B U F U' R' F' R2 B' F D R B R B' D' R2 L' B2 L2 B2 L R F2 D2 F2 D2 F2 L' D' L F' L' D L F D2 R' B' D' B D R R' B' R F' R' B R F D F' D' F B D2 F' D' F D2 B' L' F' R' F L F' R F;89
Lb Ub L Ub L U Bb Fb D R R F Fb D F B Fb R R Bb F Lb D L B D Bb Lb R F F Rb L Db Lb Bb Lb B D L D D Bb L B Lb B D Bb Bb Rb Db B Rb Bb R D R Db B Rb D R Fb R F Rb Rb Bb Db B D R Rb L Rb Lb R Lb B L B Rb Lb R Bb Lb Bb Lb B R Lb Lb D D Bb D D B D Bb Bb D F Db B D B Fb Db;110;L' U' L U' L U B' F' D R2 F F' D F B F' R2 B' F L' D L B D B' L' R F2 R' L D' L' B' L' B D L D2 B' L B L' B D B2 R' D' B R' B' R D R D' B R' D R F' R F R2 B' D' B D R R' L R' L' R L' B L B R' L' R B' L' B' L' B R L2 D2 B' D2 B D B2 D F D' B D B F' D';100
